text,created_at,favorite_count,id,in_reply_to_screen_name,in_reply_to_user_id,is_quote_status,possibly_sensitive,quote_count,lang,reply_count,retweet_count,timestamp_ms,coordinates.coordinates,entities.hashtags,place.country,place.country_code,place.full_name,place.id,place.place_type,user.id,user.screen_name,user.verified,user.followers_count,user.listed_count,user.friends_count,user.favourites_count,user.statuses_count,user.created_at,user.lang
RT @cornellsun: Cornell Black Students United @BSU_Cornell and hundreds of students in support right now at University Assembly mee… ,Wed Sep 20 01:32:41 +0000 2017,0,910315744822534144,,,False,,0.0,en,0.0,0,1505871161071,,[],,,,,,92313771,Cornell_CTI,False,1907,96,632,322,4662,Tue Nov 24 16:56:20 +0000 2009,en
RT @cornellsun: Cornell Black Students United @BSU_Cornell and hundreds of students in support right now at University Assembly mee… ,Wed Sep 20 02:10:44 +0000 2017,0,910325321358090241,,,False,,0.0,en,0.0,0,1505873444295,,[],,,,,,27240345,brixo_,False,1013,6,1216,8096,64529,Sat Mar 28 14:51:53 +0000 2009,en
"RT @TheMarkPantano: Students at @Cornell University solve the gun violence problem.

Brilliant!!

Prepare for your mind to be blown.

@corn…",Wed Mar 21 04:42:22 +0000 2018,0,976318075208372224,,,False,,0.0,en,0.0,0,1521607342899,,[],,,,,,825577523308269569,esco_urista,False,197,1,117,29553,10727,Sun Jan 29 05:33:14 +0000 2017,en
"RT @TheMarkPantano: Students at @Cornell University solve the gun violence problem.

Brilliant!!

Prepare for your mind to be blown.

@corn…",Wed Mar 21 04:47:46 +0000 2018,0,976319430438223872,,,False,,0.0,en,0.0,0,1521607666011,,[],,,,,,758070591291359232,Garcarcha,False,8258,10,862,3621,8190,Tue Jul 26 22:44:48 +0000 2016,en
"Take a look at how @MIT and @Cornell managed to combine #AR, #3Dprinting, and a #robotic arm to prototype in real t… https://t.co/TjM3yZrCMe",Tue Feb 20 16:53:16 +0000 2018,0,965992763127881728,,,False,False,0.0,en,0.0,0,1519145596664,,"[Row(indices=[56, 59], text='AR'), Row(indices=[61, 72], text='3Dprinting'), Row(indices=[80, 88], text='robotic')]",,,,,,2623926335,makarios1981,False,24,30,50,6,3104,Thu Jun 19 21:24:19 +0000 2014,el
"RT @CU_Chronicle: .@EinaudiCenter, Keio University join forces on #cyber research @globalcornell @CornellCAS https://t.co/88tSWyCrS9 https:…",Tue Feb 20 16:53:30 +0000 2018,0,965992822569611264,,,False,False,0.0,en,0.0,0,1519145610836,,"[Row(indices=[66, 72], text='cyber')]",,,,,,761283454562689027,EinaudiCenter,False,362,17,234,611,732,Thu Aug 04 19:31:34 +0000 2016,en
RT @EinaudiCenter: Looking forward to more collaboration with @KeioGlobal on #CyberSecurity and other issues. @CornellCIS @CornellLaw @Corn…,Tue Feb 20 16:59:12 +0000 2018,0,965994255260012546,,,False,,0.0,en,0.0,0,1519145952416,,"[Row(indices=[77, 91], text='CyberSecurity')]",,,,,,4489173990,cornellgov,False,265,9,31,8,125,Mon Dec 07 19:55:48 +0000 2015,en
"RT @CornellHistory: Screening&amp;Discussion of Walter Rodney's Student Years, The Past is Not Our Future w/ Director Matthew J. Smith, Hist. C…",Wed Apr 25 12:29:18 +0000 2018,0,989119156883742725,,,False,,0.0,en,0.0,0,1524659358603,,[],,,,,,240811515,KempoJesse,False,403,8,741,3004,6344,Thu Jan 20 20:10:11 +0000 2011,en
"RT @cornell_tech: Proud of @krajabi, Health Tech masters student at the Jacobs Technion-Cornell Institute, for being selected as a delegate…",Wed Apr 25 12:52:55 +0000 2018,0,989125101659488256,,,True,,0.0,en,0.0,0,1524660775948,,[],,,,,,47542551,prem_ramkumar,False,11758,58,464,1799,2107,Tue Jun 16 04:30:36 +0000 2009,en
"Just heard @Cornell described as “an Ivy League university, with a Big 10 heart.” I like that. #proudalum",Wed Apr 25 12:57:37 +0000 2018,0,989126280808300545,,,False,,0.0,en,0.0,0,1524661057079,,"[Row(indices=[95, 105], text='proudalum')]",,,,,,48041036,whobutaaron,False,533,22,566,15,5966,Wed Jun 17 17:33:21 +0000 2009,en
"RT @urban_formation: @openculture And a slightly less cheeky look at Chicago’s gangs 1927, here, via @cornell (forthcoming in… ",Sat Dec 02 19:17:24 +0000 2017,0,937038004006289408,,,False,,0.0,en,0.0,0,1512242244136,,[],,,,,,724517883049549824,SASLib_cccu,False,183,7,209,441,1200,Mon Apr 25 08:38:19 +0000 2016,en-gb
A freshman at @Cornell University aims to improve #BreastCancer in poor countries. Check out more details via @NPR https://t.co/tdecHlKs4E,Thu Jan 04 20:15:05 +0000 2018,0,949011320644558848,,,False,False,0.0,en,0.0,0,1515096905276,,"[Row(indices=[50, 63], text='BreastCancer')]",,,,,,1117395169,AFHSBPAGE,False,1997,157,1929,2099,10210,Thu Jan 24 18:05:04 +0000 2013,en
At our fraternity centennial party @Cornell with Pi Kappa Alpha @EdCatto @ Cornell University https://t.co/plCeCq9k5C,Sat Oct 21 17:57:04 +0000 2017,0,921797500683427840,,,False,False,0.0,en,0.0,0,1508608624989,"[-76.48241117, 42.44608121]",[],United States,US,"Ithaca, NY",ae76bffcaf2bf545,city,2823647463,OutAndAboutDad,False,1300,101,892,270,5912,Sat Oct 11 21:07:05 +0000 2014,en
#aboutlastnight  I love that #fnce2017 brought me to #Chicago to reunite with all of my @Cornell… https://t.co/41Y1CE6yZI,Sat Oct 21 18:00:32 +0000 2017,0,921798370577989632,,,False,False,0.0,en,0.0,0,1508608832388,"[-87.6844, 41.8369]","[Row(indices=[0, 15], text='aboutlastnight'), Row(indices=[29, 38], text='fnce2017'), Row(indices=[53, 61], text='Chicago')]",United States,US,"Chicago, IL",1d9a5370a355ab0c,city,40668138,RobinBarrie,False,324,30,144,10,2036,Sun May 17 14:36:17 +0000 2009,en
"RT @chrisdc77: In which @PeteEtchells and I ask what on earth is going on at @Cornell University's now infamous 'Food and Brand Lab'
https:…",Fri Feb 16 22:03:03 +0000 2018,0,964621172368437248,,,False,,0.0,en,0.0,0,1518818583944,,[],,,,,,726443642001448961,GTX_Eric,False,84,18,316,2775,2972,Sat Apr 30 16:10:35 +0000 2016,en
"@SadhguruJV @harvardmed @Cornell @MIT Openness to Yoga...Everyone has one's own right to experience about it,we sho… https://t.co/MaXoc4XAra",Thu May 17 05:25:10 +0000 2018,0,996984952397877248,SadhguruJV,67611162.0,False,False,0.0,en,0.0,0,1526534710393,,[],,,,,,2373119970,Omaahimalaya,False,122,23,263,4119,10010,Wed Mar 05 03:56:30 +0000 2014,th
@AnthonyMKreis @Cornell_Law_Rev Agreed! If only it was in the budget to ship some in from Chicago!,Thu Sep 21 22:16:23 +0000 2017,0,910991121379201025,AnthonyMKreis,540628749.0,False,,0.0,en,0.0,0,1506032183390,,[],,,,,,1657151024,Cornell_ILJ,False,2123,27,1772,3071,1819,Fri Aug 09 07:22:17 +0000 2013,en
#VetMed on #OneHealth frontline: @cornellvet hosts a conference this week on sharing #AntimicrobialResistance data… https://t.co/S33QvD9Ul8,Tue May 01 12:43:43 +0000 2018,0,991297112762736646,,,False,False,0.0,en,0.0,0,1525178623749,,"[Row(indices=[0, 7], text='VetMed'), Row(indices=[11, 21], text='OneHealth'), Row(indices=[85, 109], text='AntimicrobialResistance')]",,,,,,4105154480,OneHealthCom,False,1800,27,1875,91,3537,Mon Nov 02 19:52:54 +0000 2015,en
"RT @garyruskin: .@Cornell University Is Investigating This Controversial Research About Eating Behaviors, via @BuzzFeedNews… ",Sat Dec 02 17:07:26 +0000 2017,0,937005297893220352,,,False,,0.0,en,0.0,0,1512234446391,,[],,,,,,3074498023,Cross11Sharon,False,339,48,721,3085,9181,Thu Mar 12 02:46:27 +0000 2015,en
RT @IPMInstitute: New York State IPM Program at @Cornell University seeking Field Crops Extension Educator and Livestock IPM Coordina… ,Tue Dec 12 21:31:19 +0000 2017,0,940695584758886400,,,False,,0.0,en,0.0,0,1513114279342,,[],,,,,,1336943816,IPMinWyoming,False,535,19,832,4425,432,Mon Apr 08 15:36:56 +0000 2013,en
RT @IPMInstitute: New York State IPM Program at @Cornell University seeking Field Crops Extension Educator and Livestock IPM Coordina… ,Tue Dec 12 21:52:19 +0000 2017,0,940700868231430144,,,False,,0.0,en,0.0,0,1513115539020,,[],,,,,,1635913459,renee_rioux,False,381,13,380,712,760,Wed Jul 31 16:39:55 +0000 2013,en
RT @CornellPress: Today at CUP: talked academic publishing in a changing world with a special guest: the wonderfully gracious Carl A.… ,Tue Dec 12 22:00:19 +0000 2017,0,940702884857040903,,,False,,0.0,en,0.0,0,1513116019821,,[],,,,,,1089424608,savranly,False,299,12,569,4619,2953,Mon Jan 14 16:08:31 +0000 2013,en
RT @CornellPress: Today at CUP: talked academic publishing in a changing world with a special guest: the wonderfully gracious Carl A.… ,Tue Dec 12 22:06:38 +0000 2017,0,940704473332273152,,,False,,0.0,en,0.0,0,1513116398543,,[],,,,,,3297951427,jimlance554,False,1526,49,3108,4107,2372,Mon Jul 27 14:58:28 +0000 2015,en
RT @Amy_Siskind: With my bud Karen Stewart at @Cornell University's LGBT Alumni Association (CUGALA) annual event. https://t.co/xworD0qup2,Sun May 06 02:33:04 +0000 2018,0,992955376994803712,,,False,False,0.0,en,0.0,0,1525573984751,,[],,,,,,3415696198,nanmac321,False,1009,0,1099,3129,4064,Tue Aug 11 16:37:08 +0000 2015,en
